type,date,deviceid,roomno,reading
temperature,2015-02-13T16:50:07.5994696Z,temperature1,0,24.87
energy,2015-02-13T16:50:07.6004429Z,energy1,0,4565
humidity,2015-02-13T16:50:07.6004429Z,humidity1,0,57
light,2015-02-13T16:50:07.6004429Z,light1,0,1786
temperature,2015-02-13T16:50:07.6084695Z,temperature2,0,21.47
energy,2015-02-13T16:50:07.6084695Z,energy2,0,3721
humidity,2015-02-13T16:50:07.6084695Z,humidity2,0,53
light,2015-02-13T16:50:07.6084695Z,light2,0,281
temperature,2015-02-13T16:50:07.6214567Z,temperature3,0,58.52
energy,2015-02-13T16:50:07.6214567Z,energy3,0,6445
humidity,2015-02-13T16:50:07.6214567Z,humidity3,0,61
light,2015-02-13T16:50:07.6214567Z,light3,0,168
temperature,2015-02-13T16:50:07.6314919Z,temperature4,0,26.4
energy,2015-02-13T16:50:07.6314919Z,energy4,0,4445
humidity,2015-02-13T16:50:07.6314919Z,humidity4,0,71
light,2015-02-13T16:50:07.6314919Z,light4,0,2080
temperature,2015-02-13T16:50:07.6404744Z,temperature5,0,26.94
energy,2015-02-13T16:50:07.6404744Z,energy5,0,2819
humidity,2015-02-13T16:50:07.6404744Z,humidity5,0,163
light,2015-02-13T16:50:07.6404744Z,light5,0,1025
temperature,2015-02-13T16:50:07.6525079Z,temperature6,0,28.62
energy,2015-02-13T16:50:07.6534803Z,energy6,0,3044
humidity,2015-02-13T16:50:07.6534803Z,humidity6,0,119
light,2015-02-13T16:50:07.6534803Z,light6,0,1341
temperature,2015-02-13T16:50:07.6615132Z,temperature7,0,27.51
energy,2015-02-13T16:50:07.6615132Z,energy7,0,3668
humidity,2015-02-13T16:50:07.6615132Z,humidity7,0,69
light,2015-02-13T16:50:07.6624927Z,light7,0,1482
temperature,2015-02-13T16:50:07.6704926Z,temperature8,0,27.48
energy,2015-02-13T16:50:07.6704926Z,energy8,0,3078
humidity,2015-02-13T16:50:07.6704926Z,humidity8,0,80
light,2015-02-13T16:50:07.6704926Z,light8,0,742
temperature,2015-02-13T16:50:07.6865107Z,temperature9,0,22.63
energy,2015-02-13T16:50:07.6865107Z,energy9,0,4652
humidity,2015-02-13T16:50:07.6865107Z,humidity9,0,66
light,2015-02-13T16:50:07.6865107Z,light9,0,285
temperature,2015-02-13T16:50:07.6945369Z,temperature0,1,26.88
energy,2015-02-13T16:50:07.6945369Z,energy0,1,2734
humidity,2015-02-13T16:50:07.6945369Z,humidity0,1,64
light,2015-02-13T16:50:07.6945369Z,light0,1,629
temperature,2015-02-13T16:50:07.7025207Z,temperature1,1,21.67
energy,2015-02-13T16:50:07.7035154Z,energy1,1,2300
humidity,2015-02-13T16:50:07.7035154Z,humidity1,1,44
light,2015-02-13T16:50:07.7035154Z,light1,1,1773
temperature,2015-02-13T16:50:07.7125282Z,temperature2,1,25.26
energy,2015-02-13T16:50:07.7125282Z,energy2,1,3113
humidity,2015-02-13T16:50:07.7125282Z,humidity2,1,42
light,2015-02-13T16:50:07.7125282Z,light2,1,1924
temperature,2015-02-13T16:50:07.7205553Z,temperature3,1,71.03
energy,2015-02-13T16:50:07.7205553Z,energy3,1,8591
humidity,2015-02-13T16:50:07.7215291Z,humidity3,1,64
light,2015-02-13T16:50:07.7215291Z,light3,1,1631
temperature,2015-02-13T16:50:07.7285610Z,temperature4,1,23.84
energy,2015-02-13T16:50:07.7285610Z,energy4,1,2272
humidity,2015-02-13T16:50:07.7285610Z,humidity4,1,63
light,2015-02-13T16:50:07.7285610Z,light4,1,571
temperature,2015-02-13T16:50:07.7465747Z,temperature5,1,19.69
energy,2015-02-13T16:50:07.7465747Z,energy5,1,4020
humidity,2015-02-13T16:50:07.7465747Z,humidity5,1,95
light,2015-02-13T16:50:07.7465747Z,light5,1,1131
temperature,2015-02-13T16:50:07.7565524Z,temperature6,1,27.51
energy,2015-02-13T16:50:07.7565524Z,energy6,1,4828
humidity,2015-02-13T16:50:07.7565524Z,humidity6,1,113
light,2015-02-13T16:50:07.7565524Z,light6,1,1702
temperature,2015-02-13T16:50:07.7645656Z,temperature7,1,23.58
energy,2015-02-13T16:50:07.7645656Z,energy7,1,2346
humidity,2015-02-13T16:50:07.7645656Z,humidity7,1,70
light,2015-02-13T16:50:07.7645656Z,light7,1,3391
temperature,2015-02-13T16:50:07.7745723Z,temperature8,1,25.61
energy,2015-02-13T16:50:07.7745723Z,energy8,1,4624
humidity,2015-02-13T16:50:07.7745723Z,humidity8,1,95
light,2015-02-13T16:50:07.7745723Z,light8,1,972
temperature,2015-02-13T16:50:07.7825713Z,temperature9,1,25.82
energy,2015-02-13T16:50:07.7825713Z,energy9,1,3729
humidity,2015-02-13T16:50:07.7825713Z,humidity9,1,53
light,2015-02-13T16:50:07.7825713Z,light9,1,1563
temperature,2015-02-13T16:50:07.7915779Z,temperature0,2,21.86
energy,2015-02-13T16:50:07.7915779Z,energy0,2,4580
humidity,2015-02-13T16:50:07.7915779Z,humidity0,2,45
light,2015-02-13T16:50:07.7915779Z,light0,2,848
temperature,2015-02-13T16:50:07.8076000Z,temperature1,2,24.41
energy,2015-02-13T16:50:07.8076000Z,energy1,2,4468
humidity,2015-02-13T16:50:07.8076000Z,humidity1,2,69
light,2015-02-13T16:50:07.8076000Z,light1,2,1775
temperature,2015-02-13T16:50:07.8176031Z,temperature2,2,24.97
energy,2015-02-13T16:50:07.8176031Z,energy2,2,4230
humidity,2015-02-13T16:50:07.8176031Z,humidity2,2,78
light,2015-02-13T16:50:07.8176031Z,light2,2,512
temperature,2015-02-13T16:50:07.8256302Z,temperature3,2,63.47
energy,2015-02-13T16:50:07.8256302Z,energy3,2,9244
humidity,2015-02-13T16:50:07.8256302Z,humidity3,2,45
light,2015-02-13T16:50:07.8256302Z,light3,2,167
temperature,2015-02-13T16:50:07.8396124Z,temperature4,2,20.65
energy,2015-02-13T16:50:07.8396124Z,energy4,2,4860
humidity,2015-02-13T16:50:07.8396124Z,humidity4,2,59
light,2015-02-13T16:50:07.8396124Z,light4,2,680
temperature,2015-02-13T16:50:07.8516214Z,temperature5,2,22.69
energy,2015-02-13T16:50:07.8516214Z,energy5,2,2497
humidity,2015-02-13T16:50:07.8516214Z,humidity5,2,130
light,2015-02-13T16:50:07.8516214Z,light5,2,888
temperature,2015-02-13T16:50:07.8686324Z,temperature6,2,25.37
energy,2015-02-13T16:50:07.8686324Z,energy6,2,2693
humidity,2015-02-13T16:50:07.8686324Z,humidity6,2,108
light,2015-02-13T16:50:07.8686324Z,light6,2,1766
temperature,2015-02-13T16:50:07.8776390Z,temperature7,2,23.16
energy,2015-02-13T16:50:07.8776390Z,energy7,2,2228
humidity,2015-02-13T16:50:07.8776390Z,humidity7,2,49
light,2015-02-13T16:50:07.8776390Z,light7,2,3565
temperature,2015-02-13T16:50:07.8866456Z,temperature8,2,31.88
energy,2015-02-13T16:50:07.8866456Z,energy8,2,4893
humidity,2015-02-13T16:50:07.8866456Z,humidity8,2,94
light,2015-02-13T16:50:07.8866456Z,light8,2,225
temperature,2015-02-13T16:50:07.8956567Z,temperature9,2,24.82
energy,2015-02-13T16:50:07.8956567Z,energy9,2,3947
humidity,2015-02-13T16:50:07.8956567Z,humidity9,2,44
light,2015-02-13T16:50:07.8956567Z,light9,2,11
temperature,2015-02-13T16:50:07.9036851Z,temperature0,3,21.84
energy,2015-02-13T16:50:07.9036851Z,energy0,3,4274
humidity,2015-02-13T16:50:07.9036851Z,humidity0,3,54
light,2015-02-13T16:50:07.9036851Z,light0,3,1191
temperature,2015-02-13T16:50:07.9156731Z,temperature1,3,21.14
energy,2015-02-13T16:50:07.9156731Z,energy1,3,3533
humidity,2015-02-13T16:50:07.9156731Z,humidity1,3,59
light,2015-02-13T16:50:07.9156731Z,light1,3,1332
temperature,2015-02-13T16:50:07.9276754Z,temperature2,3,24.2
energy,2015-02-13T16:50:07.9276754Z,energy2,3,4600
humidity,2015-02-13T16:50:07.9276754Z,humidity2,3,56
light,2015-02-13T16:50:07.9276754Z,light2,3,1479
temperature,2015-02-13T16:50:07.9366847Z,temperature3,3,57.53
energy,2015-02-13T16:50:07.9366847Z,energy3,3,6383
humidity,2015-02-13T16:50:07.9366847Z,humidity3,3,61
light,2015-02-13T16:50:07.9366847Z,light3,3,138
temperature,2015-02-13T16:50:07.9467172Z,temperature4,3,22.7
energy,2015-02-13T16:50:07.9467172Z,energy4,3,3864
humidity,2015-02-13T16:50:07.9467172Z,humidity4,3,73
light,2015-02-13T16:50:07.9467172Z,light4,3,763
temperature,2015-02-13T16:50:07.9597044Z,temperature5,3,20.97
energy,2015-02-13T16:50:07.9597044Z,energy5,3,4182
humidity,2015-02-13T16:50:07.9597044Z,humidity5,3,134
light,2015-02-13T16:50:07.9597044Z,light5,3,904
temperature,2015-02-13T16:50:07.9677092Z,temperature6,3,24.55
energy,2015-02-13T16:50:07.9687048Z,energy6,3,2267
humidity,2015-02-13T16:50:07.9687048Z,humidity6,3,94
light,2015-02-13T16:50:07.9687048Z,light6,3,1108
temperature,2015-02-13T16:50:07.9777096Z,temperature7,3,24.1
energy,2015-02-13T16:50:07.9777096Z,energy7,3,2068
humidity,2015-02-13T16:50:07.9777096Z,humidity7,3,61
light,2015-02-13T16:50:07.9777096Z,light7,3,1841
temperature,2015-02-13T16:50:07.9877167Z,temperature8,3,33.31
energy,2015-02-13T16:50:07.9887181Z,energy8,3,4117
humidity,2015-02-13T16:50:07.9887181Z,humidity8,3,48
light,2015-02-13T16:50:07.9887181Z,light8,3,992
temperature,2015-02-13T16:50:07.9987243Z,temperature9,3,27.07
energy,2015-02-13T16:50:07.9987243Z,energy9,3,4596
humidity,2015-02-13T16:50:07.9987243Z,humidity9,3,52
light,2015-02-13T16:50:07.9987243Z,light9,3,176
temperature,2015-02-13T16:50:08.0077363Z,temperature0,4,26.57
energy,2015-02-13T16:50:08.0077363Z,energy0,4,4796
humidity,2015-02-13T16:50:08.0077363Z,humidity0,4,59
light,2015-02-13T16:50:08.0077363Z,light0,4,882
temperature,2015-02-13T16:50:08.0207404Z,temperature1,4,25.67
energy,2015-02-13T16:50:08.0207404Z,energy1,4,3602
humidity,2015-02-13T16:50:08.0207404Z,humidity1,4,70
light,2015-02-13T16:50:08.0207404Z,light1,4,1179
temperature,2015-02-13T16:50:08.0287759Z,temperature2,4,21.28
energy,2015-02-13T16:50:08.0287759Z,energy2,4,4586
humidity,2015-02-13T16:50:08.0287759Z,humidity2,4,71
light,2015-02-13T16:50:08.0287759Z,light2,4,1987
temperature,2015-02-13T16:50:08.0387527Z,temperature3,4,76.35
energy,2015-02-13T16:50:08.0387527Z,energy3,4,12340
humidity,2015-02-13T16:50:08.0387527Z,humidity3,4,74
light,2015-02-13T16:50:08.0387527Z,light3,4,885
temperature,2015-02-13T16:50:08.0527635Z,temperature4,4,21.28
energy,2015-02-13T16:50:08.0527635Z,energy4,4,4514
humidity,2015-02-13T16:50:08.0527635Z,humidity4,4,45
light,2015-02-13T16:50:08.0537645Z,light4,4,215
temperature,2015-02-13T16:50:08.0617697Z,temperature5,4,20.02
energy,2015-02-13T16:50:08.0617697Z,energy5,4,4536
humidity,2015-02-13T16:50:08.0617697Z,humidity5,4,105
light,2015-02-13T16:50:08.0617697Z,light5,4,854
temperature,2015-02-13T16:50:08.0717768Z,temperature6,4,23.05
energy,2015-02-13T16:50:08.0717768Z,energy6,4,4850
humidity,2015-02-13T16:50:08.0717768Z,humidity6,4,115
light,2015-02-13T16:50:08.0717768Z,light6,4,1098
temperature,2015-02-13T16:50:08.0797821Z,temperature7,4,20.43
energy,2015-02-13T16:50:08.0797821Z,energy7,4,4860
humidity,2015-02-13T16:50:08.0797821Z,humidity7,4,50
light,2015-02-13T16:50:08.0797821Z,light7,4,1828
temperature,2015-02-13T16:50:08.0888168Z,temperature8,4,27.08
energy,2015-02-13T16:50:08.0888168Z,energy8,4,5021
humidity,2015-02-13T16:50:08.0888168Z,humidity8,4,73
light,2015-02-13T16:50:08.0888168Z,light8,4,339
temperature,2015-02-13T16:50:08.0987967Z,temperature9,4,22.07
energy,2015-02-13T16:50:08.0987967Z,energy9,4,2334
humidity,2015-02-13T16:50:08.0987967Z,humidity9,4,73
light,2015-02-13T16:50:08.0987967Z,light9,4,1764
temperature,2015-02-13T16:50:09.1161722Z,temperature0,0,22.7
energy,2015-02-13T16:50:09.1161722Z,energy0,0,4406
humidity,2015-02-13T16:50:09.1161722Z,humidity0,0,57
light,2015-02-13T16:50:09.1161722Z,light0,0,1071
temperature,2015-02-13T16:50:09.1241779Z,temperature1,0,21.8
energy,2015-02-13T16:50:09.1251512Z,energy1,0,3755
humidity,2015-02-13T16:50:09.1251512Z,humidity1,0,64
light,2015-02-13T16:50:09.1251512Z,light1,0,94
temperature,2015-02-13T16:50:09.1341578Z,temperature2,0,25.55
energy,2015-02-13T16:50:09.1341578Z,energy2,0,3500
humidity,2015-02-13T16:50:09.1341578Z,humidity2,0,54
light,2015-02-13T16:50:09.1341578Z,light2,0,2025
temperature,2015-02-13T16:50:09.1471779Z,temperature3,0,74.87
energy,2015-02-13T16:50:09.1471779Z,energy3,0,7623
humidity,2015-02-13T16:50:09.1471779Z,humidity3,0,41
light,2015-02-13T16:50:09.1471779Z,light3,0,1579
temperature,2015-02-13T16:50:09.1571730Z,temperature4,0,26.2
energy,2015-02-13T16:50:09.1571730Z,energy4,0,2041
humidity,2015-02-13T16:50:09.1571730Z,humidity4,0,44
light,2015-02-13T16:50:09.1571730Z,light4,0,1817
temperature,2015-02-13T16:50:09.1651796Z,temperature5,0,26.53
energy,2015-02-13T16:50:09.1651796Z,energy5,0,2435
humidity,2015-02-13T16:50:09.1651796Z,humidity5,0,131
light,2015-02-13T16:50:09.1651796Z,light5,0,358
temperature,2015-02-13T16:50:09.1861947Z,temperature6,0,25.4
energy,2015-02-13T16:50:09.1861947Z,energy6,0,3008
humidity,2015-02-13T16:50:09.1861947Z,humidity6,0,102
light,2015-02-13T16:50:09.1861947Z,light6,0,138
temperature,2015-02-13T16:50:09.1972019Z,temperature7,0,22.41
energy,2015-02-13T16:50:09.1972019Z,energy7,0,3936
humidity,2015-02-13T16:50:09.1972019Z,humidity7,0,48
light,2015-02-13T16:50:09.1972019Z,light7,0,295
temperature,2015-02-13T16:50:09.2102113Z,temperature8,0,23.75
energy,2015-02-13T16:50:09.2102113Z,energy8,0,2911
humidity,2015-02-13T16:50:09.2112118Z,humidity8,0,83
light,2015-02-13T16:50:09.2112118Z,light8,0,396
temperature,2015-02-13T16:50:09.2212194Z,temperature9,0,23.7
energy,2015-02-13T16:50:09.2212194Z,energy9,0,3915
humidity,2015-02-13T16:50:09.2212194Z,humidity9,0,49
light,2015-02-13T16:50:09.2212194Z,light9,0,1381
temperature,2015-02-13T16:50:09.2302260Z,temperature0,1,23
energy,2015-02-13T16:50:09.2302260Z,energy0,1,4199
humidity,2015-02-13T16:50:09.2302260Z,humidity0,1,78
light,2015-02-13T16:50:09.2302260Z,light0,1,1035
temperature,2015-02-13T16:50:09.2492455Z,temperature1,1,25.35
energy,2015-02-13T16:50:09.2492455Z,energy1,1,2955
humidity,2015-02-13T16:50:09.2492455Z,humidity1,1,66
light,2015-02-13T16:50:09.2492455Z,light1,1,135
temperature,2015-02-13T16:50:09.2582463Z,temperature2,1,26.15
energy,2015-02-13T16:50:09.2582463Z,energy2,1,3887
humidity,2015-02-13T16:50:09.2582463Z,humidity2,1,58
light,2015-02-13T16:50:09.2582463Z,light2,1,553
temperature,2015-02-13T16:50:09.2692637Z,temperature3,1,80.89
energy,2015-02-13T16:50:09.2692637Z,energy3,1,7016
humidity,2015-02-13T16:50:09.2692637Z,humidity3,1,49
light,2015-02-13T16:50:09.2692637Z,light3,1,338
temperature,2015-02-13T16:50:09.2782601Z,temperature4,1,22.07
energy,2015-02-13T16:50:09.2782601Z,energy4,1,2688
humidity,2015-02-13T16:50:09.2782601Z,humidity4,1,78
light,2015-02-13T16:50:09.2782601Z,light4,1,2404
temperature,2015-02-13T16:50:09.2882672Z,temperature5,1,19.64
energy,2015-02-13T16:50:09.2882672Z,energy5,1,3579
humidity,2015-02-13T16:50:09.2882672Z,humidity5,1,146
light,2015-02-13T16:50:09.2882672Z,light5,1,1752
temperature,2015-02-13T16:50:09.2972729Z,temperature6,1,22.34
energy,2015-02-13T16:50:09.2972729Z,energy6,1,2873
humidity,2015-02-13T16:50:09.2972729Z,humidity6,1,122
light,2015-02-13T16:50:09.2972729Z,light6,1,1121
temperature,2015-02-13T16:50:09.3092881Z,temperature7,1,24.32
energy,2015-02-13T16:50:09.3092881Z,energy7,1,4411
humidity,2015-02-13T16:50:09.3102837Z,humidity7,1,57
light,2015-02-13T16:50:09.3102837Z,light7,1,229
temperature,2015-02-13T16:50:09.3242928Z,temperature8,1,32.22
energy,2015-02-13T16:50:09.3242928Z,energy8,1,3617
humidity,2015-02-13T16:50:09.3242928Z,humidity8,1,62
light,2015-02-13T16:50:09.3242928Z,light8,1,1779
temperature,2015-02-13T16:50:09.3403046Z,temperature9,1,21.3
energy,2015-02-13T16:50:09.3403046Z,energy9,1,4871
humidity,2015-02-13T16:50:09.3403046Z,humidity9,1,63
light,2015-02-13T16:50:09.3403046Z,light9,1,538
temperature,2015-02-13T16:50:09.3503103Z,temperature0,2,25.89
energy,2015-02-13T16:50:09.3513122Z,energy0,2,3539
humidity,2015-02-13T16:50:09.3513122Z,humidity0,2,54
light,2015-02-13T16:50:09.3513122Z,light0,2,1176
temperature,2015-02-13T16:50:09.3593317Z,temperature1,2,21.4
energy,2015-02-13T16:50:09.3593317Z,energy1,2,4812
humidity,2015-02-13T16:50:09.3593317Z,humidity1,2,42
light,2015-02-13T16:50:09.3593317Z,light1,2,1526
temperature,2015-02-13T16:50:09.3793316Z,temperature2,2,28.08
energy,2015-02-13T16:50:09.3793316Z,energy2,2,3615
humidity,2015-02-13T16:50:09.3803325Z,humidity2,2,77
light,2015-02-13T16:50:09.3803325Z,light2,2,451
temperature,2015-02-13T16:50:09.3953425Z,temperature3,2,72.89
energy,2015-02-13T16:50:09.3953425Z,energy3,2,8396
humidity,2015-02-13T16:50:09.3953425Z,humidity3,2,70
light,2015-02-13T16:50:09.3953425Z,light3,2,1480
temperature,2015-02-13T16:50:09.4043558Z,temperature4,2,19.72
energy,2015-02-13T16:50:09.4043558Z,energy4,2,4880
humidity,2015-02-13T16:50:09.4053505Z,humidity4,2,51
light,2015-02-13T16:50:09.4053505Z,light4,2,868
temperature,2015-02-13T16:50:09.4163581Z,temperature5,2,23.44
energy,2015-02-13T16:50:09.4163581Z,energy5,2,2142
humidity,2015-02-13T16:50:09.4163581Z,humidity5,2,131
light,2015-02-13T16:50:09.4163581Z,light5,2,1574
temperature,2015-02-13T16:50:09.4333695Z,temperature6,2,21.61
energy,2015-02-13T16:50:09.4333695Z,energy6,2,3227
humidity,2015-02-13T16:50:09.4333695Z,humidity6,2,94
light,2015-02-13T16:50:09.4333695Z,light6,2,1173
temperature,2015-02-13T16:50:09.4453785Z,temperature7,2,27.67
energy,2015-02-13T16:50:09.4453785Z,energy7,2,2710
humidity,2015-02-13T16:50:09.4453785Z,humidity7,2,40
light,2015-02-13T16:50:09.4453785Z,light7,2,1161
temperature,2015-02-13T16:50:09.4583866Z,temperature8,2,30.9
energy,2015-02-13T16:50:09.4583866Z,energy8,2,4742
humidity,2015-02-13T16:50:09.4583866Z,humidity8,2,58
light,2015-02-13T16:50:09.4583866Z,light8,2,858
temperature,2015-02-13T16:50:09.4683951Z,temperature9,2,21.26
energy,2015-02-13T16:50:09.4683951Z,energy9,2,2270
humidity,2015-02-13T16:50:09.4683951Z,humidity9,2,71
light,2015-02-13T16:50:09.4683951Z,light9,2,591
temperature,2015-02-13T16:50:09.4784084Z,temperature0,3,21.78
energy,2015-02-13T16:50:09.4794027Z,energy0,3,2200
humidity,2015-02-13T16:50:09.4794027Z,humidity0,3,68
light,2015-02-13T16:50:09.4794027Z,light0,3,1712
temperature,2015-02-13T16:50:09.4984173Z,temperature1,3,27.8
energy,2015-02-13T16:50:09.4984173Z,energy1,3,2666
humidity,2015-02-13T16:50:09.4984173Z,humidity1,3,54
light,2015-02-13T16:50:09.4984173Z,light1,3,789
temperature,2015-02-13T16:50:09.5094244Z,temperature2,3,25.06
energy,2015-02-13T16:50:09.5094244Z,energy2,3,3401
humidity,2015-02-13T16:50:09.5094244Z,humidity2,3,78
light,2015-02-13T16:50:09.5094244Z,light2,3,419
temperature,2015-02-13T16:50:09.5224343Z,temperature3,3,73.42
energy,2015-02-13T16:50:09.5224343Z,energy3,3,7695
humidity,2015-02-13T16:50:09.5224343Z,humidity3,3,75
light,2015-02-13T16:50:09.5224343Z,light3,3,1133
temperature,2015-02-13T16:50:09.5314391Z,temperature4,3,28.6
energy,2015-02-13T16:50:09.5314391Z,energy4,3,3425
humidity,2015-02-13T16:50:09.5314391Z,humidity4,3,57
light,2015-02-13T16:50:09.5314391Z,light4,3,2085
temperature,2015-02-13T16:50:09.5454772Z,temperature5,3,24.22
energy,2015-02-13T16:50:09.5454772Z,energy5,3,3208
humidity,2015-02-13T16:50:09.5454772Z,humidity5,3,166
light,2015-02-13T16:50:09.5454772Z,light5,3,1206
temperature,2015-02-13T16:50:09.5574857Z,temperature6,3,24.76
energy,2015-02-13T16:50:09.5574857Z,energy6,3,3949
humidity,2015-02-13T16:50:09.5574857Z,humidity6,3,98
light,2015-02-13T16:50:09.5574857Z,light6,3,44
temperature,2015-02-13T16:50:09.5674928Z,temperature7,3,20.82
energy,2015-02-13T16:50:09.5674928Z,energy7,3,2834
humidity,2015-02-13T16:50:09.5674928Z,humidity7,3,65
light,2015-02-13T16:50:09.5674928Z,light7,3,3813
temperature,2015-02-13T16:50:09.5754771Z,temperature8,3,25.91
energy,2015-02-13T16:50:09.5754771Z,energy8,3,5714
humidity,2015-02-13T16:50:09.5754771Z,humidity8,3,51
light,2015-02-13T16:50:09.5754771Z,light8,3,626
temperature,2015-02-13T16:50:09.5845051Z,temperature9,3,22.77
energy,2015-02-13T16:50:09.5845051Z,energy9,3,3770
humidity,2015-02-13T16:50:09.5845051Z,humidity9,3,79
light,2015-02-13T16:50:09.5845051Z,light9,3,1776
temperature,2015-02-13T16:50:09.5925108Z,temperature0,4,20.2
energy,2015-02-13T16:50:09.5925108Z,energy0,4,2105
humidity,2015-02-13T16:50:09.5925108Z,humidity0,4,42
light,2015-02-13T16:50:09.5934845Z,light0,4,701
temperature,2015-02-13T16:50:09.6034907Z,temperature1,4,22.11
energy,2015-02-13T16:50:09.6034907Z,energy1,4,4352
humidity,2015-02-13T16:50:09.6044917Z,humidity1,4,62
light,2015-02-13T16:50:09.6044917Z,light1,4,732
temperature,2015-02-13T16:50:09.6195026Z,temperature2,4,26.95
energy,2015-02-13T16:50:09.6195026Z,energy2,4,3696
humidity,2015-02-13T16:50:09.6195026Z,humidity2,4,60
light,2015-02-13T16:50:09.6195026Z,light2,4,1489
temperature,2015-02-13T16:50:09.6275082Z,temperature3,4,72.01
energy,2015-02-13T16:50:09.6275082Z,energy3,4,5667
humidity,2015-02-13T16:50:09.6275082Z,humidity3,4,73
light,2015-02-13T16:50:09.6285092Z,light3,4,1474
temperature,2015-02-13T16:50:09.6365425Z,temperature4,4,20.45
energy,2015-02-13T16:50:09.6365425Z,energy4,4,2114
humidity,2015-02-13T16:50:09.6365425Z,humidity4,4,55
light,2015-02-13T16:50:09.6365425Z,light4,4,580
temperature,2015-02-13T16:50:09.6505239Z,temperature5,4,25.97
energy,2015-02-13T16:50:09.6505239Z,energy5,4,2982
humidity,2015-02-13T16:50:09.6505239Z,humidity5,4,109
light,2015-02-13T16:50:09.6505239Z,light5,4,548
temperature,2015-02-13T16:50:09.6595314Z,temperature6,4,27.4
energy,2015-02-13T16:50:09.6595314Z,energy6,4,2156
humidity,2015-02-13T16:50:09.6595314Z,humidity6,4,126
light,2015-02-13T16:50:09.6595314Z,light6,4,1370
temperature,2015-02-13T16:50:09.6675634Z,temperature7,4,21.22
energy,2015-02-13T16:50:09.6675634Z,energy7,4,3557
humidity,2015-02-13T16:50:09.6675634Z,humidity7,4,51
light,2015-02-13T16:50:09.6675634Z,light7,4,1499
temperature,2015-02-13T16:50:09.6815457Z,temperature8,4,29.1
energy,2015-02-13T16:50:09.6815457Z,energy8,4,3959
humidity,2015-02-13T16:50:09.6815457Z,humidity8,4,81
light,2015-02-13T16:50:09.6815457Z,light8,4,835
temperature,2015-02-13T16:50:09.6905519Z,temperature9,4,22.89
energy,2015-02-13T16:50:09.6905519Z,energy9,4,3713
